VACINASIM

1,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,1
1,0,0,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,0,1,0
0,0,0,0,0,1,0,1,0
0,0,1,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,0,1,0
1,0,0,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,0,0,0,1,0,1,0
1,0,0,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0


FRAUDEMIA

0,1,0,1,0,0,0,1,0
0,1,0,1,0,0,1,0,0
0,0,0,1,1,0,1,0,0
0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0
1,1,0,0,0,0,0,1,0
0,1,0,0,1,0,0,1,0
1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,0
1,0,0,1,1,0,0,1,0
1,1,0,1,1,0,0,1,0
0,0,0,1,0,0,0,1,0
0,1,0,0,1,0,0,1,0
0,1,0,1,1,0,0,0,0
0,0,0,1,1,0,0,0,0
1,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0
0,1,0,1,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,1,0
0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,1,0
0,1,0,1,1,0,0,1,0
1,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,1,0
1,1,1,1,0,0,0,1,0
0,0,0,1,1,0,0,1,0
0,1,0,0,0,0,0,1,0
0,1,0,1,1,0,0,1,0
1,0,0,0,1,0,0,0,0
0,0,0,1,1,0,1,0,0
0,1,0,1,0,0,0,1,0
0,1,0,1,1,0,0,1,0
1,1,0,0,0,0,1,0,0
0,1,0,1,0,0,0,1,0
0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0
0,0,0,1,0,0,0,1,0
0,0,0,1,1,0,1,0,0
1,0,0,0,0,0,1,0,0
0,1,1,1,0,0,0,1,0
0,1,0,1,1,0,1,0,0
0,1,0,1,1,0,0,0,0


CLOROQUINA

1,0,0,0,0,1,1,0,0
1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0
1,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1
1,1,0,1,0,0,0,0,0
0,0,1,1,1,0,1,0,0
0,1,0,1,0,0,0,1,0
1,0,1,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0
0,1,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,1,0,0
1,1,0,0,0,1,1,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
1,1,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,1,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0
1,0,1,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0
1,0,0,1,1,0,1,0,0
0,1,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0
1,0,0,0,0,1,1,0,0
1,1,0,0,0,1,0,0,1
1,1,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0
1,0,1,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
1,0,0,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
0,0,1,1,0,0,0,1,0


IVERMECTINA

0,0,1,0,0,0,1,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
0,0,1,0,0,1,0,1,0
0,0,0,1,0,0,1,0,0
0,0,1,0,0,1,1,0,1
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
0,1,1,0,0,1,1,0,0
0,0,1,1,0,0,0,1,0
0,1,1,0,0,1,0,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,1,0,0,1,0,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,1,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,1,0,0,0,1,0,1
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0
0,0,1,1,0,0,0,0,0
0,0,1,0,0,1,1,0,1
1,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,1
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,0
0,0,1,0,0,1,1,0,1
0,1,1,0,0,1,0,0,0
0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0
0,0,1,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0


CPIDACOVID

1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0
0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0
0,1,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0
1,1,0,0,0,1,0,0,0
1,0,1,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,1
0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0
0,1,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0


LUANAARAUJO

0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0
0,0,1,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0
0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
